ID,Time,Longitude,Latitude,Occupancy,Distance
22224,14:37:03,114.025116,22.531401,1,59
22224,14:32:17,114.025352,22.5282,0,14
22224,00:19:04,114.025566,22.561666,1,18
22224,16:39:52,114.02813,22.62355,1,0
22224,21:04:28,114.029869,22.544518,1,9
22224,21:20:01,114.031967,22.547318,1,26
22224,16:28:13,114.031982,22.63085,0,5
22224,16:26:46,114.032051,22.634132,0,15
22224,00:07:32,114.032219,22.547617,0,9
22224,19:55:01,114.032684,22.562099,1,15
22224,20:01:23,114.033333,22.566816,0,8
22224,14:21:16,114.03595,22.5417,1,0
22224,00:01:57,114.038986,22.556316,0,45
22224,21:24:35,114.039619,22.55345,1,3
22224,00:11:27,114.039619,22.556232,0,54
22224,00:13:40,114.040268,22.551483,0,30
22224,11:11:38,114.040604,22.51355,1,14
22224,00:12:10,114.041565,22.5539,0,30
22224,11:06:19,114.042236,22.52095,1,2
22224,00:00:57,114.042366,22.559084,0,69
22224,10:54:41,114.044685,22.529984,1,33
22224,16:05:42,114.047768,22.593834,1,44
22224,01:37:56,114.048485,22.5646,0,63
22224,16:05:27,114.050064,22.592234,1,56
22224,12:12:27,114.0504,22.589649,1,66
22224,12:33:59,114.05497,22.580967,0,78
22224,12:21:57,114.055496,22.628416,1,47
22224,12:27:57,114.055565,22.614332,0,59
22224,14:08:26,114.058067,22.536551,1,22
22224,00:29:51,114.062386,22.568317,1,80
22224,14:05:11,114.064117,22.531668,1,52
22224,11:29:08,114.065117,22.542601,0,40
22224,12:36:20,114.067566,22.565216,0,78
22224,12:36:35,114.067619,22.562599,0,75
22224,14:02:55,114.069321,22.526501,0,1
22224,01:42:26,114.069885,22.558033,0,66
22224,01:24:55,114.072533,22.570017,1,80
22224,06:40:26,114.072617,22.570049,1,83
22224,11:44:48,114.074921,22.534599,1,3
22224,01:43:11,114.07782,22.558216,0,73
22224,12:00:33,114.083946,22.548918,1,26
22224,01:44:56,114.090752,22.558451,0,2
22224,12:40:35,114.091904,22.558367,0,44
22224,12:44:50,114.094765,22.556499,0,1
22224,13:44:34,114.09523,22.561417,1,2
22224,00:33:36,114.098297,22.569633,1,67
22224,22:14:03,114.098816,22.571333,0,55
22224,01:56:56,114.098969,22.5741,0,63
22224,02:00:48,114.09967,22.605301,0,25
22224,02:02:10,114.099716,22.606268,0,36
22224,05:20:40,114.099998,22.613501,0,0
22224,02:20:39,114.099998,22.61355,0,2
22224,04:35:40,114.100014,22.613533,0,0
22224,06:26:10,114.100166,22.613567,0,1
22224,02:19:40,114.100601,22.612783,0,20
22224,02:16:55,114.1008,22.607817,0,28
22224,22:35:38,114.101151,22.544317,1,29
22224,22:36:23,114.101196,22.546932,1,23
22224,22:38:54,114.102036,22.547817,1,12
22224,22:08:18,114.102402,22.593782,0,28
22224,01:14:33,114.103333,22.549133,0,19
22224,01:01:26,114.104599,22.5525,0,41
22224,22:31:51,114.104652,22.549868,1,6
22224,21:44:33,114.106682,22.57445,1,8
22224,21:53:18,114.111916,22.597584,1,42
22224,13:30:33,114.113731,22.550882,1,11
22224,21:47:03,114.114334,22.576384,1,34
22224,21:47:48,114.115868,22.576401,1,16
22224,21:57:18,114.117287,22.604799,0,2
22224,00:50:17,114.118179,22.568783,0,7
22224,00:37:26,114.119484,22.579018,1,45
22224,13:21:48,114.122147,22.572483,1,2
22224,13:22:33,114.122353,22.571449,1,23
22224,00:47:17,114.123436,22.575367,0,52
22224,23:08:14,114.13623,22.566767,1,2
22224,23:12:58,114.138,22.572733,1,20
22224,23:15:43,114.138733,22.574017,1,20
22224,23:22:33,114.156013,22.620184,1,75
22224,23:28:56,114.163834,22.6474,1,91
22224,23:30:14,114.180099,22.655117,1,91
22224,23:34:55,114.22187,22.682734,1,94
22224,23:45:36,114.349632,22.7341,1,98
22224,23:47:18,114.36557,22.751017,1,91
22224,23:48:18,114.376999,22.757517,1,97
22224,23:50:44,114.407829,22.772133,1,95
22224,23:51:12,114.413551,22.775949,1,82
22224,17:41:15,113.796921,22.677467,1,0
22224,17:38:47,113.796936,22.676767,1,0
22224,17:40:31,113.796951,22.677467,1,0
22224,17:37:16,113.797218,22.675484,1,1
22224,17:35:57,113.797546,22.674784,1,22
22224,18:32:17,113.798065,22.673468,1,3
22224,18:34:03,113.799065,22.672567,1,1
22224,18:37:43,113.803215,22.668432,1,0
22224,17:33:15,113.805679,22.666967,1,54
22224,17:32:44,113.806664,22.666283,1,0
22224,17:32:15,113.806702,22.666267,1,0
22224,19:19:51,113.807671,22.621817,1,68
22224,19:17:50,113.809868,22.626734,0,2
22224,18:31:30,113.796799,22.677299,1,38
22224,17:31:08,113.810532,22.661533,1,55
22224,18:27:17,113.78418,22.677816,1,2
22224,18:26:45,113.785835,22.677933,1,45
22224,19:20:21,113.81073,22.61665,1,81
22224,18:46:43,113.812386,22.657967,1,0
22224,17:29:54,113.81295,22.657333,1,3
22224,18:49:20,113.814316,22.6588,1,7
22224,19:03:51,113.817047,22.648582,0,31
22224,19:04:06,113.817665,22.64765,0,38
22224,19:01:06,113.8181,22.649366,0,0
22224,18:59:36,113.818848,22.649717,1,6
22224,17:27:24,113.819336,22.64995,1,15
22224,18:58:19,113.82003,22.648884,1,19
22224,18:51:05,113.820084,22.6612,1,37
22224,18:58:06,113.820335,22.648233,1,18
22224,18:51:50,113.821869,22.6581,1,35
22224,18:52:19,113.821915,22.655733,1,33
22224,18:56:21,113.822182,22.648533,1,1
22224,18:55:49,113.822197,22.648466,1,0
22224,18:54:21,113.822304,22.648533,1,9
22224,19:05:06,113.8237,22.648649,0,64
22224,17:25:11,113.82827,22.650084,1,57
22224,17:24:54,113.830254,22.650499,1,58
22224,19:22:51,113.83033,22.617332,1,83
22224,17:19:25,113.832069,22.650734,1,0
22224,17:21:54,113.832115,22.650734,1,2
22224,17:24:24,113.832115,22.650734,1,3
22224,17:22:40,113.832169,22.650682,1,1
22224,17:22:23,113.832169,22.650717,1,4
22224,17:16:56,113.833351,22.648983,1,2
22224,17:17:56,113.833382,22.649099,1,1
22224,17:17:21,113.833397,22.649,1,0
22224,19:06:50,113.835335,22.638933,0,75
22224,19:10:20,113.846649,22.623867,0,15
22224,19:27:51,113.878868,22.612833,1,86
22224,17:10:40,113.882332,22.657883,1,92
22224,09:15:27,113.88707,22.547434,0,0
22224,17:10:09,113.888901,22.658966,1,83
22224,10:20:12,113.897781,22.556517,0,0
22224,15:02:34,113.918602,22.526466,1,0
22224,15:05:49,113.919746,22.531782,1,27
22224,14:56:48,113.92067,22.518917,1,35
22224,19:38:43,113.933563,22.555166,1,45
22224,15:27:38,113.945168,22.527683,1,0
22224,10:28:27,113.945564,22.554983,1,29
22224,15:34:25,113.95208,22.538218,1,38
22224,15:35:40,113.954498,22.550051,1,64
22224,15:35:25,113.954819,22.547533,1,70
22224,14:49:48,113.957283,22.5231,1,79
22224,19:40:58,113.958984,22.556517,1,75
22224,10:43:37,113.967133,22.557182,1,52
22224,15:43:40,113.979218,22.586132,1,15
22224,10:44:52,113.979767,22.5576,1,83
22224,15:45:25,113.98085,22.586,1,0
22224,15:47:40,113.982567,22.585966,1,0
22224,15:50:55,113.984451,22.586267,1,0
22224,19:46:46,113.986351,22.558968,1,29
22224,19:47:01,113.987648,22.558983,1,37
22224,20:22:53,114.001266,22.643766,1,0
22224,21:11:30,114.010513,22.54665,1,49
22224,21:10:30,114.012184,22.543432,1,24
22224,20:27:23,114.013,22.651199,1,11
22224,20:10:08,114.013252,22.566851,1,27
22224,16:49:32,114.014771,22.610701,1,70
22224,14:40:18,114.016968,22.532667,1,1
22224,20:36:35,114.01873,22.655701,0,4
22224,00:21:20,114.019165,22.560667,0,13
22224,18:09:48,113.786919,22.679449,0,2
22224,10:49:52,114.020081,22.549,1,41
22224,10:50:07,114.021286,22.547518,1,56
22224,21:01:28,114.021332,22.544832,1,71
22224,20:35:20,114.021469,22.657551,0,7
22224,14:23:46,114.023331,22.539833,1,56
22224,17:41:32,113.796883,22.677467,1,0
22224,14:23:31,114.025497,22.540016,1,52
22224,14:32:32,114.025833,22.528168,0,13
22224,01:34:40,114.028702,22.560083,1,7
22224,14:34:48,114.030647,22.526867,1,13
22224,20:02:53,114.032097,22.56695,1,40
22224,16:25:06,114.0327,22.6341,0,0
22224,16:26:12,114.0327,22.6341,0,0
22224,20:01:40,114.033348,22.566784,0,3
22224,16:22:58,114.033401,22.633867,0,0
22224,19:55:46,114.033867,22.562283,1,7
22224,16:19:37,114.033867,22.633783,0,5
22224,19:56:01,114.034447,22.562416,1,25
22224,16:36:07,114.034653,22.624884,1,2
22224,16:35:52,114.034698,22.624901,1,0
22224,16:04:12,114.038147,22.593451,1,69
22224,19:57:16,114.041,22.563467,1,32
22224,11:12:06,114.041336,22.514767,1,21
22224,21:29:45,114.042198,22.55995,1,20
22224,21:28:57,114.042282,22.559732,1,0
22224,12:30:43,114.04332,22.602516,0,59
22224,10:56:01,114.044518,22.525917,1,22
22224,16:15:35,114.046021,22.632217,0,0
22224,16:06:12,114.048286,22.59655,1,61
22224,11:15:21,114.048569,22.521116,1,0
22224,14:16:11,114.048767,22.549282,1,22
22224,01:38:11,114.049164,22.563766,0,45
22224,11:13:06,114.049248,22.514267,1,57
22224,14:15:10,114.049934,22.549267,0,0
22224,12:28:43,114.053902,22.607933,0,63
22224,12:11:27,114.054581,22.581699,1,56
22224,12:23:27,114.055321,22.625217,1,16
22224,18:29:17,113.788216,22.677549,1,35
22224,12:19:12,114.055817,22.6196,1,41
22224,11:21:37,114.05822,22.533833,1,57
22224,11:27:15,114.062798,22.54105,0,60
22224,11:41:32,114.065636,22.53805,0,45
22224,13:57:09,114.067215,22.531433,1,13
22224,12:36:05,114.067551,22.5681,0,69
22224,13:56:39,114.068153,22.531834,1,56
22224,01:42:41,114.072403,22.558117,0,74
22224,21:36:03,114.076447,22.572166,1,13
22224,11:46:03,114.077232,22.53595,1,12
22224,12:05:33,114.082352,22.559267,1,20
22224,12:03:03,114.086304,22.553118,1,21
22224,12:02:48,114.086586,22.551983,1,27
22224,01:22:25,114.090118,22.560801,1,66
22224,06:38:31,114.090416,22.567333,1,72
22224,01:45:56,114.090431,22.559433,0,50
22224,13:47:49,114.091599,22.558367,1,11
22224,13:45:34,114.09465,22.561449,1,2
22224,13:42:49,114.095619,22.561466,1,5
22224,22:17:04,114.09655,22.558416,1,51
22224,13:39:40,114.098419,22.561632,0,1
22224,22:13:33,114.098419,22.574932,0,39
22224,01:57:26,114.099197,22.577333,0,7
22224,13:09:35,114.099365,22.555349,0,0
22224,06:33:11,114.099564,22.606133,1,0
22224,02:01:10,114.09967,22.605433,0,3
22224,02:30:40,114.099953,22.613382,0,2
22224,02:50:40,114.099968,22.613449,0,2
22224,03:05:40,114.100052,22.613649,0,1
22224,01:48:56,114.100235,22.561434,0,44
22224,06:25:40,114.100235,22.613649,0,3
22224,02:19:55,114.100266,22.613617,0,3
22224,06:26:55,114.100319,22.6136,0,7
22224,13:10:35,114.100517,22.555166,0,5
22224,13:37:25,114.101669,22.558599,1,63
22224,22:08:48,114.103752,22.592768,0,15
22224,22:47:40,114.104218,22.553133,1,12
22224,22:41:39,114.10527,22.549717,1,30
22224,22:09:33,114.105751,22.592867,0,29
22224,22:33:14,114.105919,22.546467,1,1
22224,01:09:48,114.10672,22.563417,0,46
22224,22:09:48,114.107468,22.592501,0,38
22224,01:07:33,114.10775,22.565018,1,12
22224,01:08:33,114.107933,22.565701,0,30
22224,13:35:25,114.112152,22.558817,1,40
22224,00:59:02,114.113632,22.554617,0,52
22224,13:30:03,114.114014,22.552099,1,19
22224,13:29:48,114.114403,22.552717,1,27
22224,21:54:18,114.115036,22.601767,1,0
